"Record_ID#","SALARY","ROOKIE","POS","G","PA","AB","H","1B","2B","3B","HR","TB","BB","UBB","IBB","HBP","SF","SH","ROE","RBI","LEADOFF_PA","DP","TP","WP","PB","END_GAME","SO","BK","INTERFERENCE","FC","TOB","OUT","SIT_DP","GIDP","PITCHES","BALLS","STRIKES","FB","GB","LD","POP","Batted Balls","PA_P","PA_C","PA_1B","PA_2B","PA_3B","PA_SS","PA_LF","PA_CF","PA_RF","PA_DH","PA_PH","PA_PR","G_P","G_C","G_1B","G_2B","G_3B","G_SS","G_LF","G_CF","G_RF","G_DH","G_PH","G_PR","AVG","OBP","SLG","D_ISO","TBP","BBr","UBBr","IBBR","SO/BB","ABR","HITR","B1R","B2R","B3R","HRr","HBPR","SFR","SHR","ROEr","SOr","OUTR","NSOR","RBIR","LEADOFFR","END_GAMER","DP%","FB%","GB%","LD%","POP%","SB","CS","PICKOFF","R","SB%","RUNR","D_BPF","PA%","D_MLVr","D_PMLVr","D_RPMLVr","D_VORPr","D_MLV","D_PMLV","D_RPMLV","D_VORP","D_NETDP","D_EqA","D_EqR","D_RAR","D_RAP","D_RARP","D_OUTS_EQ","PA_ROB","R1","R2","R3","R1_BI","R2_BI","R3_BI","ROB","OBI","R1BI%","R2BI%","R3BI%","OBI%"
537,750000,0,11,125,334,285,79,56,19,2,2,108,44,41,3,2,3,0,4,30,73,7,0,1,0,4,28,1,0,0,125,205,70,6,1284,516,768,82,104,57,17,260,0,0,141,0,114,0,0,0,26,0,53,0,0,0,37,0,33,0,0,0,10,0,53,1,0.28,0.37,0.38,0.1,0.32,0.13,0.12,0.01,0.64,0.85,0.24,0.17,0.06,0.01,0.01,0.01,0.01,0,0.01,0.08,0.61,0.53,0.09,0.22,0.01,8.6,31.5,40,21.9,6.5,0,0,0,37,0,0.11,99.45,5.3,0.03,-0.01,0.11,0.11,2.7,-0.6,8.54,8.5,-1.59,0.28,42.7,16.2,1.6,11.1,209,140,107,56,37,2,13,13,200,28,1.9,23.2,35.1,14
538,13000000,0,10,109,491,416,110,56,30,1,23,211,70,58,12,1,3,1,2,89,86,12,0,2,0,1,74,1,0,1,181,307,111,11,1978,867,1111,115,127,66,40,348,0,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0.26,0.37,0.51,0.24,0.43,0.14,0.12,0.02,1.06,0.85,0.22,0.11,0.06,0,0.05,0,0.01,0,0,0.15,0.63,0.47,0.18,0.18,0,9.9,33,36.5,19,11.5,1,0,0,74,100,0.15,102.22,7.7,0.17,0.14,0.26,0.27,18.4,15.7,29.48,29.8,-1.03,0.29,71.6,32.2,8.4,22.5,310,240,146,126,61,14,32,20,333,66,9.6,25.4,32.8,19.8
539,525000,0,6,77,223,206,45,34,6,2,3,64,13,13,0,1,1,2,1,20,45,8,0,4,0,4,27,3,0,0,59,163,40,7,862,313,549,43,95,27,17,182,0,0,0,91,1,106,0,0,0,0,25,0,0,0,0,29,1,31,0,0,0,0,25,3,0.22,0.27,0.31,0.09,0.29,0.06,0.06,0,2.08,0.92,0.2,0.15,0.03,0.01,0.01,0,0,0.01,0,0.12,0.73,0.61,0.09,0.2,0.02,17.5,23.6,52.2,14.8,9.3,3,2,0,25,60,0.11,99.12,3.6,-0.29,-0.26,-0.15,-0.16,-14.8,-13.3,-7.88,-8.2,2.66,0.21,16.1,-5,-12.8,-5.2,166,97,67,51,30,3,3,11,148,17,4.5,5.9,36.7,11.5
540,23428571,0,3,145,565,458,113,61,19,1,32,230,76,71,5,22,9,0,3,96,117,10,0,7,0,6,111,2,0,2,211,349,111,6,2429,1036,1393,135,118,68,36,357,0,0,448,0,0,0,0,0,0,110,7,0,0,0,113,0,0,0,0,0,0,26,7,0,0.25,0.37,0.5,0.26,0.41,0.13,0.13,0.01,1.46,0.81,0.2,0.11,0.03,0,0.06,0.04,0.02,0,0.01,0.2,0.62,0.42,0.17,0.21,0.01,5.4,37.8,33.1,19,10.1,2,1,0,68,66.7,0.12,101.08,9,0.16,0.07,0.23,0.23,20.8,9.5,29.73,29.7,-6.03,0.3,87.1,42.1,14.8,30.9,355,286,204,152,82,11,19,34,438,64,5.4,12.5,41.5,14.6
541,5500000,0,3,38,147,109,24,11,8,0,5,47,33,29,4,4,1,0,3,20,36,3,0,1,2,1,25,1,0,0,61,83,23,2,632,300,332,28,33,16,8,85,0,0,143,0,0,0,0,0,0,0,4,0,0,0,35,0,0,0,0,0,0,0,4,0,0.22,0.42,0.43,0.21,0.32,0.22,0.2,0.03,0.76,0.74,0.16,0.07,0.05,0,0.03,0.03,0.01,0,0.02,0.17,0.56,0.39,0.14,0.24,0.01,8.7,32.9,38.8,18.8,9.4,0,0,1,15,0,0.1,99.7,2.4,0.13,0.03,0.19,0.19,4.5,1.1,6.57,6.6,-0.49,0.3,21.8,10.9,4.2,8.2,86,79,47,41,17,5,5,5,105,15,10.6,12.2,29.4,14.3
543,13100000,0,2,51,195,168,45,28,13,1,3,69,24,21,3,2,1,0,0,22,31,8,0,0,0,3,38,0,0,0,71,124,41,7,753,313,440,47,51,28,5,131,0,114,13,0,0,0,0,0,0,63,5,0,0,30,7,0,0,0,0,0,0,15,5,0,0.27,0.36,0.41,0.14,0.35,0.12,0.11,0.02,1.58,0.86,0.23,0.14,0.07,0.01,0.02,0.01,0.01,0,0,0.19,0.64,0.44,0.11,0.16,0.02,17.1,35.9,38.9,21.4,3.8,0,0,0,18,0,0.09,101.09,3.1,0.04,0.06,0.16,0.16,1.9,2.8,7.33,7.3,2.55,0.27,24.3,8.6,2.8,8.4,124,100,79,45,17,4,9,6,141,19,5.1,20,35.3,13.5
545,750000,0,11,91,181,162,41,31,8,1,1,54,16,16,0,1,1,1,3,15,67,5,0,0,1,1,28,1,0,0,58,120,22,3,806,339,467,27,72,31,7,137,0,0,0,0,0,0,13,102,1,8,57,0,0,0,0,0,0,0,10,36,1,2,57,5,0.25,0.32,0.33,0.08,0.3,0.09,0.09,0,1.75,0.9,0.23,0.17,0.04,0.01,0.01,0.01,0.01,0.01,0.02,0.15,0.66,0.51,0.08,0.37,0.01,13.6,19.7,52.6,22.6,5.1,12,4,1,22,75,0.12,103.12,2.9,-0.16,-0.13,-0.05,-0.02,-6.6,-5.3,-2.01,-0.8,0.61,0.24,18,1.9,-6.4,-0.6,127,68,35,34,17,1,8,5,86,14,2.9,23.5,29.4,16.3
546,409500,0,2,17,48,42,8,7,1,0,0,9,5,4,1,1,0,0,0,2,6,0,0,1,0,0,9,0,0,1,14,33,10,0,176,61,115,14,10,8,1,33,0,45,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,3,2,0.19,0.29,0.21,0.02,0.19,0.1,0.08,0.02,1.8,0.88,0.17,0.15,0.02,0,0,0.02,0,0,0,0.19,0.69,0.5,0.04,0.13,0,0,42.4,30.3,24.2,3,0,0,0,4,0,0.08,102.67,0.8,-0.4,-0.34,-0.26,-0.26,-4.5,-3.8,-2.91,-2.9,-1.08,0.18,2.2,-2.1,-3.3,-1.7,34,21,18,9,4,0,2,0,31,2,0,22.2,0,6.5
549,444000,0,9,157,657,612,164,93,45,6,20,281,27,25,2,5,9,4,14,91,135,18,0,6,0,0,109,1,0,1,196,446,124,17,2277,734,1543,169,220,92,35,516,0,0,0,0,0,0,0,0,656,0,1,0,0,0,0,0,0,0,0,0,156,0,1,0,0.27,0.3,0.46,0.19,0.43,0.04,0.04,0,4.04,0.93,0.25,0.14,0.07,0.01,0.03,0.01,0.01,0.01,0.02,0.17,0.68,0.51,0.14,0.21,0,13.7,32.8,42.6,17.8,6.8,23,7,2,76,76.7,0.12,99.28,10.5,0.01,-0.07,0.06,0.08,2,-10.3,9.22,11.9,3.56,0.27,85.5,26.1,-4,17.3,468,300,209,140,78,13,28,30,427,71,6.2,20,38.5,16.6
552,11300000,0,3,160,684,616,180,105,36,2,37,331,56,50,6,3,9,0,5,127,168,20,0,3,0,12,126,0,0,2,239,438,131,16,2532,880,1652,139,211,107,42,499,0,0,595,0,59,0,0,0,0,29,1,0,0,0,143,0,14,0,0,0,0,6,1,0,0.29,0.35,0.54,0.25,0.48,0.08,0.07,0.01,2.25,0.9,0.26,0.15,0.05,0,0.05,0,0.01,0,0.01,0.18,0.64,0.46,0.19,0.25,0.02,12.2,27.9,42.3,21.4,8.4,1,0,0,85,100,0.12,101.4,10.8,0.21,0.11,0.27,0.27,32.7,17.8,42.82,43.1,1.8,0.3,107.3,50.8,17.4,37.7,445,332,234,163,80,20,27,43,477,90,8.5,16.6,53.8,18.9
553,650000,0,5,125,455,426,105,66,29,4,6,160,27,26,1,1,1,0,9,37,98,21,0,6,0,8,81,0,0,0,133,313,82,16,1651,582,1069,89,180,64,14,347,0,0,0,31,408,1,0,0,0,0,15,0,0,0,0,12,110,4,0,0,0,0,15,0,0.25,0.29,0.38,0.13,0.35,0.06,0.06,0,3,0.94,0.23,0.15,0.06,0.01,0.01,0,0,0,0.02,0.18,0.69,0.51,0.08,0.22,0.02,19.5,25.6,51.9,18.4,4,2,2,0,46,50,0.1,100.37,7.4,-0.14,-0.17,-0.05,-0.05,-15.2,-18,-5.2,-5.8,7.11,0.23,42.5,1.4,-16.4,-1.6,324,194,138,79,56,4,10,17,273,31,2.9,12.7,30.4,11.4
554,450000,0,5,145,582,506,127,71,29,1,26,236,61,60,1,10,5,0,7,68,116,14,0,3,0,7,102,1,0,1,198,376,112,13,2251,856,1395,104,142,81,82,409,0,0,0,0,580,0,0,0,0,0,2,0,0,0,0,0,143,0,0,0,0,0,2,1,0.25,0.34,0.47,0.22,0.41,0.1,0.1,0,1.67,0.87,0.22,0.12,0.05,0,0.04,0.02,0.01,0,0.01,0.18,0.65,0.47,0.12,0.2,0.01,11.6,25.4,34.7,19.8,20,1,0,1,75,100,0.13,100.77,9.4,0.06,0.03,0.15,0.16,8.7,4.2,21.14,21.4,0.86,0.28,79.1,30.4,8.9,26.3,384,265,200,104,68,9,13,20,372,42,4.5,12.5,29.4,11.3
558,400000,1,2,51,149,134,25,18,5,0,2,36,12,12,0,1,0,1,0,14,37,3,0,0,0,3,34,0,1,0,38,110,23,3,565,192,373,21,50,16,14,101,0,145,0,0,0,0,0,0,0,1,3,0,0,54,0,0,0,0,0,0,0,1,3,0,0.19,0.26,0.27,0.08,0.24,0.08,0.08,0,2.83,0.9,0.17,0.12,0.03,0,0.01,0.01,0,0.01,0,0.23,0.74,0.51,0.09,0.25,0.02,13,20.8,49.5,15.8,13.9,0,0,0,12,0,0.08,101.4,2.4,-0.38,-0.33,-0.24,-0.25,-13.4,-11.4,-8.5,-8.5,0.51,0.19,8.4,-5.5,-8.6,-3.6,110,70,50,30,12,1,7,4,92,12,2,23.3,33.3,13
562,1400000,0,4,130,408,379,120,99,15,2,4,151,23,21,2,0,1,5,5,31,79,15,0,1,1,4,37,0,0,3,143,257,88,13,1335,434,901,67,196,72,13,348,1,0,0,238,31,87,14,1,2,0,34,0,1,0,0,85,11,27,4,1,1,0,34,0,0.32,0.36,0.4,0.08,0.37,0.06,0.05,0,1.61,0.93,0.29,0.24,0.04,0,0.01,0,0,0.01,0.01,0.09,0.63,0.54,0.08,0.19,0.01,14.8,19.3,56.3,20.7,3.7,3,3,0,49,50,0.12,98.77,6.4,0.06,0.07,0.18,0.17,5.9,6.9,17.07,16.2,3.46,0.27,50.6,16.6,4.9,17,268,192,131,77,44,5,6,16,252,27,3.8,7.8,36.4,10.7
565,415000,0,6,97,375,346,96,70,18,5,3,133,14,14,0,5,1,9,3,39,75,6,0,3,1,4,45,1,0,4,115,253,75,2,1224,388,836,70,177,48,17,312,0,0,0,0,0,371,0,0,0,0,4,0,0,0,0,2,0,96,0,0,0,0,4,0,0.28,0.31,0.38,0.11,0.35,0.04,0.04,0,3.21,0.92,0.26,0.19,0.05,0.01,0.01,0.01,0,0.02,0.01,0.12,0.67,0.55,0.1,0.2,0.01,2.7,22.4,56.7,15.4,5.4,7,2,2,53,77.8,0.14,100.66,6.1,-0.07,-0.03,0.09,0.1,-6.2,-2.7,7.66,8.6,-6.13,0.25,40.2,7,-1.2,10.7,262,162,115,83,39,5,13,18,237,36,4.3,15.7,46.2,15.2
567,2000000,0,9,90,359,319,88,61,14,1,12,140,33,30,3,3,3,1,2,49,67,11,0,2,1,4,83,0,0,1,124,232,73,9,1375,527,848,61,112,55,12,240,0,0,0,0,0,0,0,0,350,0,9,0,0,0,0,0,0,0,0,0,83,0,9,0,0.28,0.35,0.44,0.16,0.39,0.09,0.08,0.01,2.52,0.89,0.25,0.17,0.04,0,0.03,0.01,0.01,0,0.01,0.23,0.65,0.42,0.14,0.19,0.01,12.3,25.4,46.7,22.9,5,2,3,0,54,40,0.15,98.05,5.6,0.08,0,0.13,0.11,6.3,0.1,10.24,9,1.09,0.28,48.5,18.3,2.8,13.6,238,174,121,81,39,10,10,17,241,37,8.3,12.3,43.6,15.4
573,3850000,0,4,84,337,310,72,54,15,1,2,95,26,26,0,0,0,1,1,24,55,12,0,2,0,7,75,1,0,0,98,238,72,11,1305,493,812,54,115,47,20,236,0,0,0,329,0,0,0,0,0,0,8,0,0,0,0,78,0,0,0,0,0,0,8,1,0.23,0.29,0.31,0.07,0.28,0.08,0.08,0,2.88,0.92,0.21,0.16,0.04,0,0.01,0,0,0,0,0.22,0.71,0.48,0.07,0.16,0.02,15.3,22.9,48.7,19.9,8.5,8,1,1,29,88.9,0.09,95.08,5.4,-0.22,-0.22,-0.1,-0.08,-16.9,-17.4,-8.05,-6.3,3.19,0.23,28.7,-1.8,-13.3,-2.4,240,156,116,61,27,2,7,13,204,22,1.7,11.5,48.1,10.8
577,405500,0,6,80,235,225,38,32,4,1,1,47,6,4,2,0,2,2,5,14,39,5,0,1,0,1,49,0,0,1,44,185,46,4,822,234,588,39,106,24,11,180,0,0,0,0,0,230,0,0,0,2,3,0,1,0,0,0,0,94,0,0,0,1,3,5,0.17,0.19,0.21,0.04,0.2,0.03,0.02,0.01,8.17,0.96,0.16,0.14,0.02,0,0,0,0.01,0.01,0.02,0.21,0.79,0.58,0.06,0.17,0,8.7,21.7,58.9,13.3,6.1,3,1,1,22,75,0.09,101.17,3.8,-0.6,-0.56,-0.45,-0.44,-33.8,-31.6,-25.07,-24.8,-0.99,0.12,4.5,-19.9,-25.6,-16.9,192,102,74,43,19,1,5,7,136,13,1.4,11.6,36.8,9.6
588,410000,0,5,154,668,624,162,104,31,4,23,270,23,20,3,15,6,0,7,84,146,16,1,3,1,9,139,0,0,2,200,459,116,14,2411,792,1619,146,198,117,30,491,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0.26,0.3,0.43,0.17,0.4,0.03,0.03,0,6.04,0.93,0.24,0.16,0.05,0.01,0.03,0.02,0.01,0,0.01,0.21,0.69,0.48,0.13,0.22,0.01,12.1,29.7,40.3,23.8,6.1,0,0,0,71,0,0.11,95.32,10.7,-0.01,-0.04,0.08,0.09,-0.9,-6.1,13.24,13.2,1.42,0.27,84.4,25.1,-1,20.3,468,304,217,144,79,12,21,28,440,61,5.5,14.6,35.4,13.9
591,457000,0,4,157,726,653,213,140,54,2,17,322,50,49,1,7,9,7,11,83,145,18,0,2,0,10,52,0,0,4,270,441,117,17,2708,984,1724,187,275,113,42,617,0,0,0,724,0,0,0,0,0,0,2,0,0,0,0,157,0,0,0,0,0,0,2,0,0.33,0.38,0.49,0.17,0.44,0.07,0.07,0,1.04,0.9,0.29,0.19,0.07,0,0.02,0.01,0.01,0.01,0.02,0.07,0.61,0.54,0.11,0.2,0.01,14.5,30.3,44.6,18.3,6.8,20,1,0,118,95.2,0.16,102.2,11.3,0.21,0.21,0.33,0.36,35.3,34,54.04,59.4,4.32,0.3,110.8,52.8,32,52.8,457,320,201,159,79,7,26,33,439,66,3.5,16.4,41.8,15
598,465000,0,5,106,466,428,121,82,24,1,14,189,31,30,1,3,4,0,7,51,76,14,0,4,0,8,71,0,0,0,155,304,111,12,1773,662,1111,107,171,63,20,361,0,0,0,0,464,0,0,0,0,0,2,0,0,0,0,0,104,0,0,0,0,0,2,0,0.28,0.33,0.44,0.16,0.41,0.07,0.06,0,2.29,0.92,0.26,0.18,0.05,0,0.03,0.01,0.01,0,0.02,0.15,0.65,0.5,0.11,0.16,0.02,10.8,29.6,47.4,17.5,5.5,1,1,2,51,50,0.11,100.52,7.5,0.05,0.01,0.14,0.13,5,1.4,14.86,14.6,-0.03,0.27,58.6,19,1.5,15.7,312,217,149,93,51,6,13,18,293,37,4,14,35.3,12.6
618,15730195,0,6,36,164,143,51,32,12,2,5,82,20,20,0,1,0,0,0,16,74,4,0,2,0,1,17,0,0,0,72,92,18,3,654,259,395,32,64,21,9,126,0,0,0,0,0,163,0,0,0,0,1,0,0,0,0,0,0,36,0,0,0,0,1,0,0.36,0.44,0.57,0.22,0.5,0.12,0.12,0,0.85,0.87,0.31,0.2,0.07,0.01,0.03,0.01,0,0,0,0.1,0.56,0.46,0.1,0.45,0.01,16.7,25.4,50.8,16.7,7.1,8,3,0,34,72.7,0.21,98.45,2.6,0.48,0.52,0.64,0.66,18.6,20.2,24.68,25.3,1.05,0.35,34.4,22.4,19.4,23.7,95,59,37,29,13,1,7,3,79,11,2.7,24.1,23.1,13.9
620,750000,0,2,96,338,299,65,46,11,2,6,98,34,29,5,1,1,3,2,35,69,10,0,3,1,2,90,0,0,3,100,233,64,9,1256,468,788,41,119,47,6,213,0,333,0,0,0,0,0,0,0,0,5,0,0,96,0,0,0,0,0,0,0,0,5,1,0.22,0.3,0.33,0.11,0.29,0.1,0.09,0.01,2.65,0.88,0.19,0.14,0.03,0.01,0.02,0,0,0.01,0.01,0.27,0.69,0.42,0.1,0.2,0.01,14.1,19.2,55.9,22.1,2.8,0,2,0,30,0,0.09,100.67,5.5,-0.21,-0.16,-0.07,-0.09,-17,-12.6,-5.85,-7,2.06,0.22,27.2,-3.2,-9.9,1,240,160,110,86,34,5,12,12,230,29,4.5,14,35.3,12.6
621,1625000,0,10,121,387,337,85,59,12,1,13,138,42,33,9,5,3,0,1,49,81,11,0,3,2,2,90,0,0,0,132,254,77,10,1628,672,956,76,108,46,20,250,0,0,0,0,0,0,34,0,29,303,21,0,0,0,0,0,0,0,9,0,10,82,21,0,0.25,0.34,0.41,0.16,0.36,0.11,0.09,0.02,2.14,0.87,0.22,0.15,0.03,0,0.03,0.01,0.01,0,0,0.23,0.66,0.42,0.13,0.21,0.01,13,30.4,43.2,18.4,8,1,1,0,46,50,0.12,99.72,6.2,0,-0.03,0.09,0.09,-0.2,-2.3,8.24,7.9,1.65,0.27,46.1,13.7,-5.5,6.1,256,177,115,77,56,7,11,18,248,36,6.1,14.3,32.1,14.5
622,850000,0,3,98,250,221,55,39,14,2,0,73,18,18,0,4,1,6,2,23,50,7,0,0,0,4,32,0,0,1,77,170,51,6,887,324,563,44,99,39,14,196,0,0,166,11,50,1,1,0,1,4,16,0,0,0,70,5,19,1,2,0,1,2,16,21,0.25,0.32,0.33,0.08,0.29,0.07,0.07,0,1.78,0.88,0.22,0.16,0.06,0.01,0,0.02,0,0.02,0.01,0.13,0.68,0.55,0.09,0.2,0.02,11.8,22.4,50.5,19.9,7.1,5,2,1,34,71.4,0.14,98.1,4,-0.15,-0.22,-0.07,-0.07,-8.6,-12.7,-4.39,-4.1,0.47,0.24,25.4,3.2,-9.2,-1.2,175,114,76,51,28,4,7,12,155,23,5.3,13.7,42.9,14.8
623,550000,0,4,99,272,231,56,45,9,2,0,69,26,24,2,10,1,4,1,17,82,6,0,0,0,6,24,0,0,0,92,179,48,6,1004,392,612,42,111,41,18,212,0,0,0,134,48,64,0,0,0,0,26,0,0,0,0,44,28,22,0,0,0,0,26,5,0.24,0.34,0.3,0.06,0.25,0.1,0.09,0.01,0.92,0.85,0.21,0.17,0.03,0.01,0,0.04,0,0.01,0,0.09,0.66,0.57,0.06,0.3,0.02,12.5,19.8,52.4,19.3,8.5,0,0,0,27,0,0.1,102.99,4.4,-0.17,-0.16,-0.05,-0.05,-10.9,-10.2,-3.2,-3.2,0.8,0.23,23.7,0.9,-7.8,0.3,180,104,73,49,25,1,5,11,147,17,1.4,10.2,44,11.6
625,13400000,0,5,143,612,556,148,93,29,1,25,254,50,40,10,2,4,0,3,77,141,11,0,3,2,7,90,0,0,4,200,405,115,11,2302,855,1447,135,186,114,35,470,0,0,0,0,589,0,0,0,0,22,1,0,0,0,0,0,139,0,0,0,0,5,1,0,0.27,0.33,0.46,0.19,0.42,0.08,0.07,0.02,1.8,0.91,0.24,0.15,0.05,0,0.04,0,0.01,0,0,0.15,0.66,0.51,0.13,0.23,0.01,9.6,28.7,39.6,24.3,7.4,8,2,0,74,80,0.12,98.01,9.9,0.06,0.03,0.15,0.16,8.8,4,21.91,23.1,-1.47,0.28,84.1,31.6,8.3,27.1,414,306,203,144,74,12,16,24,421,52,5.9,11.1,32.4,12.4
626,10000000,0,6,161,730,661,186,144,33,1,8,245,56,55,1,1,9,3,6,57,256,17,0,2,0,7,71,1,0,1,243,480,133,16,2596,931,1665,163,283,109,47,602,0,0,0,0,0,729,0,0,0,0,1,0,0,0,0,0,0,161,0,0,0,0,1,0,0.28,0.33,0.37,0.09,0.34,0.08,0.08,0,1.27,0.91,0.25,0.2,0.05,0,0.01,0,0.01,0,0.01,0.1,0.66,0.56,0.08,0.35,0.01,12,27.1,47,18.1,7.8,19,6,3,93,76,0.13,102.01,11.7,-0.06,-0.02,0.1,0.11,-10.4,-3.7,16.58,18.7,1.58,0.25,79.8,17.2,1.9,24.4,493,276,196,122,50,8,17,24,368,49,4.1,13.9,48,13.3
627,15500000,0,9,143,600,541,164,103,31,3,27,282,51,35,16,4,4,0,6,91,126,30,0,9,1,1,77,0,0,4,219,371,122,27,2025,718,1307,137,220,78,33,468,0,0,0,0,0,0,0,0,415,185,0,0,0,0,0,0,0,0,0,0,99,44,0,0,0.3,0.37,0.52,0.22,0.47,0.09,0.06,0.03,1.51,0.9,0.27,0.17,0.05,0.01,0.05,0.01,0.01,0,0.01,0.13,0.62,0.49,0.15,0.21,0,22.1,29.3,47,16.7,7.1,5,3,0,85,62.5,0.14,100.99,9.7,0.22,0.16,0.29,0.28,31.7,22.7,40.66,40.4,13.77,0.3,91.7,43,16.8,34.3,384,289,201,122,72,14,28,22,395,64,7,23,30.6,16.2
628,8500000,0,10,85,330,308,72,54,11,0,7,104,18,16,2,0,2,2,7,45,63,8,0,2,1,2,36,0,0,0,90,233,73,5,1247,463,784,72,134,51,19,276,0,0,32,0,0,0,0,0,0,291,7,0,0,0,9,0,0,0,0,0,0,70,7,0,0.23,0.27,0.34,0.1,0.32,0.05,0.05,0.01,2,0.93,0.22,0.16,0.03,0,0.02,0,0.01,0.01,0.02,0.11,0.71,0.6,0.14,0.19,0.01,6.8,26.1,48.6,18.5,6.9,2,1,0,28,66.7,0.08,97.72,5.3,-0.22,-0.25,-0.12,-0.12,-17,-19.3,-9.61,-9.6,-2.91,0.22,27.5,-3.1,-21.6,-10.6,241,167,121,81,40,6,13,19,242,38,5,16,47.5,15.7
629,950000,0,2,38,137,129,37,31,6,0,0,43,5,5,0,2,1,0,0,12,26,6,0,2,0,2,11,0,0,0,44,93,24,5,509,174,335,31,58,24,6,119,0,118,0,0,0,0,0,0,0,16,3,0,0,30,0,0,0,0,0,0,0,5,3,0,0.29,0.32,0.33,0.05,0.31,0.04,0.04,0,2.2,0.94,0.27,0.23,0.04,0,0,0.01,0.01,0,0,0.08,0.68,0.6,0.09,0.19,0.01,20.8,26.1,48.7,20.2,5,0,0,0,14,0,0.1,98.8,2.2,-0.11,-0.07,0.02,0.02,-3.5,-2.1,0.74,0.7,2.4,0.24,12.9,1.1,-2.4,1.9,93,59,35,29,17,1,5,6,81,12,2.9,17.2,35.3,14.8
630,1550000,0,6,142,592,517,138,107,23,1,7,184,57,57,0,5,7,6,7,60,151,11,0,5,1,4,65,0,0,1,200,384,119,8,2152,845,1307,132,212,100,21,465,0,0,8,179,157,229,12,0,0,4,3,0,0,0,3,50,41,56,3,0,0,2,3,2,0.27,0.34,0.36,0.09,0.31,0.1,0.1,0,1.14,0.87,0.23,0.18,0.04,0,0.01,0.01,0.01,0.01,0.01,0.11,0.65,0.54,0.1,0.26,0.01,6.7,28.4,45.6,21.5,4.5,7,2,1,76,77.8,0.13,99.73,9.6,-0.06,-0.06,0.06,0.07,-8.8,-8.6,8.2,9.1,-4.9,0.26,66,16,-1.3,16.6,394,266,185,117,73,5,20,28,375,53,2.7,17.1,38.4,14.1
632,810000,0,5,100,347,300,87,60,18,3,6,129,38,35,3,0,4,5,2,40,68,9,0,7,0,6,66,1,0,2,125,218,75,4,1490,609,881,62,119,57,6,244,0,0,0,26,243,64,0,0,0,0,14,0,0,0,1,11,70,26,0,0,0,0,14,0,0.29,0.37,0.43,0.14,0.37,0.11,0.1,0.01,1.74,0.86,0.25,0.17,0.05,0.01,0.02,0,0.01,0.01,0.01,0.19,0.63,0.44,0.12,0.2,0.02,5.3,25.4,48.8,23.4,2.5,0,1,1,44,0,0.13,101.2,5.4,0.09,0.07,0.19,0.18,6.7,5.7,14.88,14.3,-4.13,0.28,46.7,18.4,7.5,17.6,223,173,123,82,38,7,16,11,243,34,5.7,19.5,28.9,14
634,15000000,0,5,149,645,554,160,88,44,1,27,287,74,67,7,11,6,0,3,111,149,17,0,5,1,5,94,0,0,2,245,395,143,13,2599,1012,1587,179,148,92,48,467,0,0,0,0,639,0,0,0,0,5,1,0,0,0,0,0,147,0,0,0,0,1,1,0,0.29,0.38,0.52,0.23,0.44,0.11,0.1,0.01,1.27,0.86,0.25,0.14,0.07,0,0.04,0.02,0.01,0,0,0.15,0.61,0.47,0.17,0.23,0.01,9.1,38.3,31.7,19.7,10.3,2,2,1,97,50,0.15,101.71,10.1,0.22,0.19,0.31,0.31,32.4,27.5,45.65,45.1,-2.5,0.3,99.4,48.4,25.9,44.2,402,322,228,138,81,20,33,31,447,84,8.8,23.9,38.3,18.8
635,850000,0,2,57,189,164,35,22,8,1,4,57,15,14,1,5,2,3,0,21,47,8,0,2,0,1,20,0,0,1,55,133,42,6,605,230,375,54,62,23,10,149,0,184,3,0,0,0,0,0,0,0,2,0,0,57,3,0,0,0,0,0,0,0,2,2,0.21,0.3,0.35,0.13,0.3,0.08,0.07,0.01,1.33,0.87,0.19,0.12,0.04,0.01,0.02,0.03,0.01,0.02,0,0.11,0.7,0.6,0.11,0.25,0.01,14.3,36.2,41.6,15.4,6.7,0,0,0,17,0,0.09,99.26,3,-0.19,-0.13,-0.05,-0.05,-8.1,-5.8,-2.08,-2.1,1.45,0.23,17.6,0.6,-3.3,2.8,134,94,74,39,22,4,5,8,135,17,5.4,12.8,36.4,12.6
636,945000,0,8,118,337,311,82,61,13,5,3,114,19,18,1,3,0,4,1,32,92,6,0,2,1,4,47,0,0,1,104,231,64,6,1254,438,816,58,132,53,25,268,0,0,0,37,9,57,0,209,0,0,25,0,0,0,0,10,15,19,0,79,0,0,25,9,0.26,0.31,0.37,0.1,0.34,0.06,0.05,0,2.47,0.92,0.24,0.18,0.04,0.01,0.01,0.01,0,0.01,0,0.14,0.69,0.55,0.09,0.27,0.01,9.4,21.6,49.3,19.8,9.3,8,2,1,41,80,0.12,99.78,5.4,-0.1,-0.09,0.02,0.03,-8.1,-7.4,1.33,2.5,-0.94,0.24,34.7,4.9,-6.5,4.2,235,141,100,75,32,3,16,10,207,29,3,21.3,31.3,14
