X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
"PB","OUT",0.24488,0.14421467,0.16527,0.23299,5.0,0.317278
"SH","GB%",0.24486,0.11786097,0.13130999,0.23658,5.0,0.35636923
"AVG","R3BI%",0.2448,0.16589165,0.11144,0.23685,5.0,0.2809063
"AB","PB",0.24475,0.1485,0.16020998,0.23422,5.0,0.31024185
"FB%","R1BI%",0.24466,0.02538681,0.03363,0.23765,5.0,0.46826616
"TBP","FB%",0.24465,0.02894567,0.06737001,0.23922,5.0,0.4644398
"R3","R1BI%",0.24454,0.11283077,0.064490005,0.23775,5.0,0.36291766
"FB","CS",0.24453,0.16026843,0.09384,0.23798,5.0,0.29027846
"SB%","D_VORP",0.24452,0.14111805,0.07487999,0.23354,5.0,0.32156172
"SB","D_VORP",0.24443,0.12790668,0.07189001,0.23491,5.0,0.34135514
"Batted Balls","PA_PH",0.24432,0.11969713,0.03442,0.23693,5.0,-0.35301965
"Batted Balls","G_PH",0.24432,0.119718276,0.032210007,0.23693,5.0,-0.3529897
"OBP","TBP",0.24431,-0.14400636,0.032230005,0.24431,4.9068904,0.62315035
"B2R","ROB",0.24421,0.074781194,0.088180006,0.23533,5.0,0.4116173
"LEADOFF_PA","R3BI%",0.24414,0.23471811,0.103970006,0.23503,5.0,0.0970664
"FB","RBIR",0.244,-0.0036447793,0.06013,0.23574,5.0,0.4976392
"AB","SB",0.24387,0.07835896,0.06039001,0.23642,5.0,0.4068305
"SALARY","D_MLVr",0.24374,0.12489479,0.10609001,0.23494,5.0,0.34473935
"1B","OBP",0.24361,-0.008474708,0.025319993,0.23739,5.0,0.5020804
"H","SB",0.24355,0.06762189,0.04518,0.23476,5.0,0.41943786
"D_RPMLV","D_NETDP",0.24325,0.23416519,0.06546,0.23236,5.0,-0.09531429
"NSOR","D_NETDP",0.24316,0.1601701,0.13266,0.23034,5.0,0.28807968
"GIDP","POP",0.24309,0.05906914,0.022929996,0.23847,5.0,0.42897654
"2B","R1BI%",0.24302,0.06744139,0.065730006,0.23737,5.0,0.419021
"STRIKES","R1BI%",0.24299,0.118506126,0.044049993,0.23611,5.0,0.35282272
"FB","PA_PH",0.24298,0.12692067,0.039400004,0.23604,5.0,-0.34067482
"FB","G_PH",0.24298,0.12688103,0.042059995,0.23604,5.0,-0.340733
"OUTR","PA%",0.24268,-0.008079991,0.04213001,0.24181,5.0,-0.5007594
"TOB","OBI%",0.24261,0.09537357,0.027269997,0.23311,5.0,0.383714
"SALARY","D_VORP",0.24243,0.113230675,0.07749999,0.23608,5.0,0.35944307
"2B","R2BI%",0.24237,0.14015521,0.06339,0.2351,5.0,0.31971046
"D_RARP","R3BI%",0.24236,0.22884709,0.08204,0.23383,5.0,0.11624506
"STRIKES","R3BI%",0.24232,0.22919647,0.045489997,0.23236,5.0,0.11455797
"B2R","R1",0.24229,0.068800524,0.09615001,0.23508,5.0,0.41652068
"SHR","D_RAR",0.24216,0.1156822,0.13475001,0.23531,5.0,-0.3556372
"SALARY","BB",0.24204,0.07861601,0.0651,0.2321,5.0,0.40425733
"CS","D_EqR",0.24203,0.1189916,0.08159,0.23446,5.0,0.3507683
"PICKOFF","ROB",0.24202,0.1908961,0.15966,0.23276,5.0,0.22610597
"PITCHES","SB",0.2419,0.08182107,0.07437,0.23293,5.0,0.40009865
"OUT","R1BI%",0.24179,0.13584074,0.045029998,0.23651,5.0,0.32549846
"PA_ROB","OBI%",0.24176,0.090372145,0.026480004,0.2337,5.0,0.38908592
"GB","B2R",0.24162,0.16106498,0.13870001,0.23327,5.0,0.28382218
"B2R","R2",0.24158,0.07654531,0.09657,0.23438,5.0,0.4062446
"SALARY","Batted Balls",0.24156,0.15409417,0.034750007,0.23262,5.0,0.2957462
"HBP","D_RAR",0.24143,0.096134365,0.0961,0.23328,5.0,0.38117665
"SO","SHR",0.24141,0.11059266,0.1288,0.23403,5.0,-0.3616868
"OBP","PA%",0.24111,-0.010325551,0.037609994,0.23505,5.0,0.5014335
"SALARY","PA_PH",0.24109,0.1698946,0.08849999,0.23127,5.0,-0.26682463
"SALARY","G_PH",0.24109,0.17010693,0.08849999,0.23127,5.0,-0.26642647
"DP","D_PMLVr",0.24099,0.07772748,0.07402001,0.2354,5.0,0.40405756
"PA_CF","PA_RF",0.24073,0.24053787,0.018810004,0.23565,5.0,-0.013861552
"PITCHES","HITR",0.24072,0.0450349,0.05336,0.23116,5.0,0.44236308
"PITCHES","R3BI%",0.24066,0.2306829,0.07755999,0.23272,5.0,0.09988544
"D_RPMLV","R3BI%",0.24062,0.22347087,0.048700005,0.22944,5.0,0.1309547
"TB","R2BI%",0.24058,0.15881968,0.038680002,0.23224,5.0,0.28593764
"HITR","OUTR",0.24055,-0.14330895,0.022730008,0.24055,4.807355,-0.6195635
"RBIR","R1",0.24054,-0.023713857,0.046729997,0.23431,5.0,0.51405627
"HBP","LD",0.24052,0.12973571,0.068629995,0.2353,5.0,0.33284274
"3B","UBB",0.24051,0.13132569,0.081269994,0.23533,5.0,0.33043048
"HR","OBI%",0.24051,0.04614392,0.045870006,0.23495,5.0,0.4408697
"SALARY","D_RARP",0.24049,0.12885526,0.06787999,0.23168,5.0,0.33411786
"R1","OBI%",0.24047,0.10808268,0.034040004,0.23301,5.0,0.36385068
"TOB","R1BI%",0.24045,0.08605634,0.06543,0.23533,5.0,0.39292958
"D_OUTS_EQ","R1BI%",0.24045,0.13761537,0.045080006,0.23399,5.0,0.32067838
"2B","OUTR",0.24032,-0.030603796,0.03384,0.24032,4.807355,-0.5205034
"H","FC",0.24022,0.13921565,0.11933,0.2305,5.0,0.31781182
"IBB","D_MLVr",0.24022,-0.028140023,0.03593999,0.234,5.0,0.51803476
"IBBR","D_EqR",0.24021,0.15055919,0.14353,0.23058,5.0,0.29941744
"3B","BB",0.24008,0.14007145,0.076460004,0.23501,5.0,0.31624126
"PICKOFF","R1",0.24007,0.19491874,0.16193,0.23079,5.0,0.21248826
"D_MLV","R2BI%",0.24001,0.14115584,0.04000999,0.23321,5.0,0.3144108
"SALARY","UBB",0.23977,0.10237424,0.070659995,0.23034,5.0,0.37066934
"BBr","NSOR",0.2397,-0.08283953,0.016790003,0.23793,5.0,-0.56792563
"LEADOFF_PA","R1BI%",0.23968,0.18474944,0.062249996,0.23323,5.0,0.23437272
"FC","PA_ROB",0.23957,0.12381786,0.12586,0.23119,5.0,0.34022367
"PICKOFF","D_EqR",0.23955,0.12522581,0.12311,0.22919,5.0,0.33811858
"HITR","R2BI%",0.23948,0.0784439,0.09990001,0.23207,5.0,0.40129304
"H","PA_PH",0.23947,0.11753591,0.04196,0.2312,5.0,-0.34919062
"H","G_PH",0.23947,0.117559165,0.03987001,0.2312,5.0,-0.34915733
"DP","D_MLVr",0.23929,0.05622016,0.050929993,0.2329,5.0,0.4278666
"PITCHES","SO/BB",0.23908,0.174447,0.03971,0.22836,5.0,-0.2542302
"SB","R",0.23908,0.017896995,0.044599995,0.2338,5.0,0.47030097
"RUNR","D_NETDP",0.23906,0.20055872,0.11526,0.23043,5.0,-0.19621743
"AVG","POP%",0.23902,0.14706257,0.10515,0.23457,5.0,-0.30324483
"SO","R1BI%",0.23895,0.060649723,0.05355999,0.23423,5.0,0.42225617
"END_GAMER","D_EqR",0.23887,0.17397672,0.10262999,0.22997,5.0,-0.25474158
"PB","D_EqR",0.23881,0.14567718,0.16301,0.23064,5.0,0.3051767
"NSOR","D_RAR",0.2387,0.04581073,0.077700004,0.23131,5.0,-0.4391916
"OUT","HRr",0.23862,0.07482007,0.07744999,0.23051,5.0,0.40472203
"SF","DP",0.23851,0.007946074,0.026089996,0.237,5.0,0.48017073
"G","D_NETDP",0.23848,0.2384761,0.12987,0.23056,5.0,0.0019754623
"IBBR","D_RARP",0.23848,0.12476242,0.1751,0.22941,5.0,0.33722037
"LEADOFF_PA","HITR",0.23811,0.057697743,0.04606001,0.22978,5.0,0.42474964
"SO","CS",0.23811,0.17302394,0.09025,0.23021,5.0,0.2551197
"OUTR","R3",0.23807,0.011194393,0.05775,0.23777,5.0,-0.4763146
"SALARY","AB",0.23798,0.14544263,0.02449999,0.22904,5.0,0.30419955
"SO","D_NETDP",0.23798,0.1992315,0.080170006,0.2284,5.0,-0.19684635
"RBI","FB%",0.23781,0.06471248,0.05663,0.22989,5.0,0.4160499
"3B","R3",0.2378,0.09522678,0.065280005,0.23347,5.0,0.3775887
"NSOR","D_VORP",0.23778,0.08442065,0.09119001,0.23119,5.0,-0.39161122
"IBB","R2_BI",0.23769,-0.017600536,0.016860008,0.23615,5.0,0.50526285
"GB%","D_RAR",0.23768,0.13132294,0.028779998,0.22993,5.0,-0.3261243
"FC","R1",0.23735,0.13227215,0.12904,0.22638,5.0,0.32415712
"END_GAMER","D_OUTS_EQ",0.23715,0.1874238,0.10821,0.22692,5.0,-0.22299373
"HITR","ROB",0.23707,0.01683572,0.037719995,0.23036,5.0,0.46929124
"FC","PITCHES",0.23697,0.14594567,0.13432,0.22684,5.0,0.3017024
"D_VORP","R2BI%",0.23693,0.15136239,0.02313,0.22928,5.0,0.29251942
"D_RAR","R2BI%",0.23689,0.15658458,0.034720004,0.22709,5.0,0.28338212
"ROE","D_RAP",0.23688,0.16925535,0.14016,0.22884,5.0,0.2600474
"BBr","D_RARP",0.2367,0.09958252,0.13376999,0.22869,5.0,0.37029377
"SB%","D_RPMLV",0.23666,0.15844852,0.06954001,0.2254,5.0,0.27966318
"AVG","R3_BI",0.23662,-0.044105187,0.022949994,0.23446,5.0,0.52983505
"PA","OBI%",0.23661,0.110299185,0.048769996,0.2254,5.0,0.35540232
"POS","PA_DH",0.23648,0.13296488,0.10095,0.23648,4.321928,0.32173765
"PA_ROB","R2BI%",0.23645,0.18005235,0.051050007,0.22915,5.0,0.23748188
"SALARY","DP",0.23612,0.10551323,0.10997,0.22864,5.0,0.3613956
"WP","D_MLV",0.23609,0.107825756,0.10178,0.22908,5.0,0.35814
"POS","G_DH",0.23606,0.1296004,0.11031999,0.23606,4.321928,0.32628146
"PITCHES","HRr",0.23587,0.017777622,0.065050006,0.22853,5.0,0.4670036
"B2R","OBI",0.23586,0.026922747,0.080520004,0.23237,5.0,0.45709655
"PITCHES","UBBr",0.23579,0.1960698,0.15127,0.22584,5.0,0.19929928
"BALLS","NSOR",0.23568,0.111136645,0.102850005,0.22748,5.0,-0.352907
"FB%","D_RAR",0.2356,0.12681119,0.053500004,0.22809,5.0,0.32983148
"BALLS","SHR",0.23547,0.10967758,0.13494,0.22777,5.0,-0.35467225
"WP","GIDP",0.23545,0.0033023208,0.075739995,0.23268,5.0,0.48181707
"SIT_DP","OBI%",0.23527,0.09774673,0.046560004,0.22701,5.0,0.3708413
"PA%","R1BI%",0.23527,0.11024268,0.07887,0.23015,5.0,0.353592
"SALARY","D_VORPr",0.23524,0.13014734,0.095410004,0.22782,5.0,0.32417998
"DP","D_VORPr",0.23504,0.061693266,0.06362,0.23021,5.0,0.4163493
"SALARY","SIT_DP",0.23501,0.113216214,0.07180999,0.22503,5.0,0.34898967
"SO/BB","R",0.23498,0.16990809,0.057439998,0.22582,5.0,-0.25509197
"LD","R3BI%",0.23496,0.19615594,0.039460003,0.22693,5.0,0.19698747
"DP","D_RAP",0.23483,0.13593918,0.11088001,0.22542,5.0,0.31446913
"HBP","POP",0.23472,0.10573423,0.08755,0.23046,5.0,0.3591459
"LEADOFF_PA","FC",0.2347,0.18096714,0.14934999,0.22832,5.0,0.23180349
"TB","IBBR",0.23463,0.17267445,0.16223,0.22823,5.0,0.24890873
"SALARY","D_EqR",0.23459,0.099216565,0.0304,0.22622,5.0,0.36793128
"DP","END_GAME",0.23448,0.0247764,0.033379987,0.2181,5.0,0.45793405
"GB%","D_MLVr",0.23437,0.11052054,0.019729994,0.22787,5.0,-0.3519225
"PA","R1BI%",0.23434,0.10871656,0.062920004,0.22922,5.0,0.35443395
"R1_BI","R2BI%",0.23428,0.16184902,0.09024,0.22547,5.0,0.26913005
"3B","D_RAP",0.23427,0.1484839,0.11533,0.22538,5.0,0.29289263
"SALARY","R3",0.23425,0.1302124,0.05551,0.22534,5.0,0.3225486
"AVG","R2_BI",0.2342,-0.051369518,0.018710002,0.23211,5.0,0.53438705
"SALARY","D_MLV",0.23411,0.10819399,0.06249,0.22561,5.0,0.35484645
"AVG","RUNR",0.23405,-0.048268765,0.04445,0.23324,5.0,0.5313368
"SALARY","D_RPMLV",0.234,0.10656388,0.03514,0.22236,5.0,0.35698196
"OUT","B2R",0.23393,0.09116152,0.10887,0.22466,5.0,0.37784716
"ROE","D_PMLV",0.23385,0.18666275,0.15171,0.2236,5.0,0.21722628
"SB","ROB",0.23382,0.17350611,0.08323,0.22442,5.0,0.24558888
"TOB","PICKOFF",0.23377,0.10495381,0.13376,0.22614,5.0,0.35890973
"FC","LD",0.23363,0.15813652,0.16559,0.2275,5.0,0.27476078
"HBP","SO",0.23359,0.09506607,0.08013001,0.22764,5.0,0.37218803
"UBB","ROE",0.23338,0.12740846,0.06806001,0.22777,5.0,0.3255327
"SALARY","OUT",0.23332,0.14750013,0.042720005,0.22462,5.0,0.2929503
"SF","D_PMLVr",0.23324,0.07304549,0.09745999,0.22631,5.0,0.40024304
"PITCHES","B2R",0.23324,0.08988088,0.09947999,0.22306,5.0,0.37862793
"PB","STRIKES",0.23321,0.123969324,0.14497,0.22475,5.0,0.33051577
"FC","R3",0.23318,0.119032666,0.11287,0.22446,5.0,0.33785698
"RBI","HITR",0.23309,0.026946098,0.0211,0.2289,5.0,0.45403072
"SALARY","D_RAR",0.23293,0.09065458,0.030309997,0.22485,5.0,0.37719414
"SLG","R2BI%",0.23292,0.07808709,0.06699,0.22527,5.0,0.39348814
"PB","D_OUTS_EQ",0.23291,0.13366406,0.15123,0.22384,5.0,0.31503326
"B2R","PA_ROB",0.23284,0.059232354,0.08313,0.22684,5.0,0.4166625
"R","R3BI%",0.23276,0.2171361,0.08873001,0.22594,5.0,0.12499561
"SF","D_RPMLVr",0.23272,0.05307573,0.08463,0.22794,5.0,0.42384464
"SO","SO/BB",0.23265,0.23178744,0.102919996,0.22327,5.0,0.029369306
"SIT_DP","OUTR",0.23264,-0.021361649,0.041439995,0.23234,5.0,-0.50398576
"HRr","R2_BI",0.2326,-0.023831457,0.05031,0.2326,4.807355,0.50639063
"HRr","R",0.23257,-0.013455689,0.054110005,0.22776,5.0,0.49600977
"TOB","ABR",0.2325,0.19784832,0.15333,0.22191,5.0,-0.18614963
"HITR","PA%",0.23237,-0.0140592605,0.027479991,0.22632,5.0,0.49641642
"TBP","R2BI%",0.23233,0.046926886,0.07073,0.22561,5.0,0.4305846
"HRr","D_OUTS_EQ",0.23228,0.07511979,0.06959,0.22504,5.0,0.39643437
"SO","RBIR",0.23227,0.019834146,0.05888,0.22658,5.0,0.46090764
"DP","D_PMLV",0.23224,0.14351633,0.12443001,0.22342,5.0,0.2978652
"AB","R1BI%",0.23216,0.11860333,0.05623001,0.22739,5.0,0.3369817
"BALLS","B2R",0.23214,0.10656421,0.11636,0.22515,5.0,0.35436675
"HRr","R1",0.23203,-0.007730633,0.04438001,0.22636,5.0,0.4896536
"OBP","OBI",0.23185,-0.032674104,0.025820002,0.22815,5.0,0.51431906
"GB","D_EqA",0.23181,0.054430753,0.020229995,0.22371,5.0,0.42116416
"HR","D_NETDP",0.23176,0.21849026,0.113539994,0.22031,5.0,-0.11519437
"FC","STRIKES",0.23168,0.13028857,0.12595001,0.22457,5.0,0.3184202
"R2","R2BI%",0.23157,0.17685273,0.045220003,0.22272,5.0,0.23391724
"SALARY","R2",0.23127,0.10570447,0.048219994,0.22316,5.0,0.35435227
"PB","D_RAR",0.23124,0.16612715,0.18142,0.22228,5.0,0.25517222
"SALARY","PA_ROB",0.23123,0.104278,0.057490006,0.22225,5.0,0.35630324
"FC","D_OUTS_EQ",0.23122,0.113464944,0.13133001,0.22174,5.0,0.34315458
"UBB","HBP",0.23119,0.14691001,0.108389996,0.22432,5.0,0.29031014
"POP","D_VORPr",0.23118,0.07382706,0.051159993,0.22335,5.0,0.39667737
"POP","D_MLV",0.23115,0.13119763,0.06816,0.22049,5.0,0.31615245
"BBr","D_PMLV",0.23103,0.10365975,0.14054,0.22088,5.0,0.3568897
"SALARY","OBI",0.23092,0.0989504,0.05337,0.22264,5.0,0.3632762
"SO/BB","D_EqR",0.23092,0.15248668,0.03125,0.22196,5.0,-0.2800595
"RBI","B2R",0.23089,0.039811164,0.07166001,0.22686,5.0,0.43712565
"B3R","D_NETDP",0.23089,0.19417965,0.17954001,0.22058,5.0,-0.19159947
"NSOR","D_RAP",0.23087,0.05125752,0.071569994,0.22054,5.0,-0.4238071
"SHR","D_EqR",0.23086,0.10482392,0.11369,0.22245,5.0,-0.3550156
"WP","POP",0.2308,0.070361316,0.061320007,0.2308,4.807355,0.40054798
"RUNR","OBI%",0.23079,0.096298754,0.09502001,0.22529,5.0,0.36673048
"Batted Balls","R1BI%",0.2307,0.15026486,0.068450004,0.2255,5.0,0.28361088
"AVG","OBI%",0.2306,0.011133507,0.06552,0.22492,5.0,0.4684725
"BB","R1BI%",0.23059,0.071506426,0.056280002,0.22337,5.0,0.39885283
"HITR","R2_BI",0.23053,-0.022570908,0.015530005,0.22922,5.0,0.50309134
"TB","PB",0.23049,0.14330474,0.16046,0.22154,5.0,0.29527152
"HITR","R2",0.23049,0.017302752,0.028789997,0.22543,5.0,0.46172205
"OUTR","D_NETDP",0.23049,0.22432728,0.14112,0.21985,5.0,0.078503
"PB","PITCHES",0.23045,0.111488804,0.13958001,0.22203,5.0,0.34490752
"R3_BI","R1BI%",0.2304,0.11956914,0.09829,0.22371,5.0,0.33291268
"BBr","D_VORP",0.23024,0.107210346,0.13031,0.22328,5.0,0.35075584
"GB%","POP%",0.23017,0.056058794,0.011160001,0.22322,5.0,-0.41726634
"POP","R1BI%",0.23014,0.15025161,0.08934,0.22283,5.0,0.28264534
"SALARY","ROB",0.2301,0.106855266,0.031320006,0.22131,5.0,0.3510623
"PA_RF","G_CF",0.23007,0.22996576,0.024230003,0.22499,5.0,-0.010209311
"CS","R1",0.22991,0.15495956,0.099010006,0.22237,5.0,0.27377078
"BB","ROE",0.2299,0.13044888,0.054230005,0.22672,5.0,0.31535873
"LD","PICKOFF",0.2299,0.104316816,0.14135,0.22479,5.0,0.35437718
"SALARY","D_EqA",0.22975,0.13673025,0.12794,0.22064,5.0,0.3049914
"Batted Balls","HRr",0.22972,0.13273053,0.10868999,0.22078,5.0,0.31143132
"SO","FB%",0.22971,0.06640841,0.05207999,0.22094,5.0,0.4041059
"1B","PICKOFF",0.22968,0.052707165,0.10096,0.22546,5.0,0.4206814
"FC","R2",0.22961,0.10745543,0.1196,0.22083,5.0,0.34950617
"SALARY","SH",0.2293,0.17762636,0.13702,0.22026,5.0,-0.22731839
"HR","R3BI%",0.22927,0.22823858,0.16183999,0.2207,5.0,0.032115698
"SHR","D_PMLV",0.22927,0.15668784,0.16418,0.22015,5.0,-0.26941076
"ROE","D_VORPr",0.22906,0.12464077,0.10087,0.22241,5.0,0.32313964
"CS","OBI",0.22888,0.17676185,0.087799996,0.22245,5.0,0.228294
"BALLS","OBI%",0.22886,0.11494842,0.057370007,0.21989,5.0,0.3375079
"GB%","D_PMLV",0.22881,0.14300595,0.018159993,0.2172,5.0,-0.29292327
"D_VORP","R3BI%",0.22879,0.21246347,0.073809996,0.21938,5.0,0.1277753
"SLG","R3BI%",0.22874,0.2180985,0.14832,0.21961,5.0,0.10315762
"STRIKES","R2BI%",0.22871,0.18966627,0.027919993,0.21802,5.0,0.19759485
"G","HITR",0.22865,0.020994052,0.03908001,0.22187,5.0,0.45569283
"PICKOFF","R2",0.22859,0.17238592,0.1318,0.21975,5.0,0.23707399
"SF","FB%",0.22855,0.09685317,0.10132,0.22008,5.0,0.36290058
"DP","D_MLV",0.22847,0.105883785,0.051239997,0.2205,5.0,0.35012314
"GB","HRr",0.22844,0.21595034,0.15511,0.21858,5.0,0.11175715
"D_RAR","R3BI%",0.22839,0.2151097,0.0836,0.21824,5.0,0.11524016
"SALARY","GIDP",0.22837,0.11115841,0.11661,0.22141,5.0,0.34236178
"IBBR","ROB",0.22832,0.17006499,0.1725,0.21846,5.0,0.24136075
"B2R","D_OUTS_EQ",0.22804,0.087653995,0.09911999,0.22066,5.0,0.3746812
"TOB","RBIR",0.22796,0.04367535,0.09178001,0.21949,5.0,0.4292839
"SH","FB%",0.22791,0.12463524,0.09297,0.221,5.0,-0.3213639
"ROE","D_NETDP",0.22788,0.22776163,0.1512,0.21904,5.0,0.010879824
"BALLS","PA_PH",0.22784,0.117353186,0.04946001,0.21877,5.0,-0.33239558
"BALLS","G_PH",0.22784,0.117421284,0.046830013,0.21877,5.0,-0.33229312
"PA_DH","D_RARP",0.22784,0.22613642,0.104090005,0.2157,5.0,0.04127454
"G_DH","D_RARP",0.22784,0.22717933,0.12664,0.2157,5.0,0.025703596
"Record_ID#","SB",0.22777,0.22696708,0.14911,0.21711,5.0,0.028335825
"NSOR","D_PMLV",0.22769,0.064037964,0.06452,0.2196,5.0,-0.4045393
"SALARY","D_RPMLVr",0.22765,0.12402933,0.08193,0.21984,5.0,0.32190165
"SALARY","R1",0.22736,0.10611172,0.033199996,0.2208,5.0,0.34820724
"RUNR","R3_BI",0.22725,0.03224626,0.035220012,0.22501,5.0,0.44159228
"SALARY","HR",0.22714,0.08992137,0.11862999,0.21789,5.0,0.37043032
"TOB","SB",0.22703,0.06257452,0.063779995,0.21835,5.0,0.4055311
"NSOR","D_RPMLV",0.22701,0.06683779,0.0741,0.21694,5.0,-0.4002152
"PB","PA%",0.22691,0.11960118,0.14993,0.22241,5.0,0.32758024
"D_ISO","DP%",0.2269,0.21811754,0.102529995,0.21859,5.0,-0.093714796
"LEADOFF_PA","HRr",0.22688,0.13501139,0.08753,0.22051,5.0,0.30309835
"END_GAME","OBI%",0.22687,0.19469981,0.15347001,0.21961,5.0,0.17936051
"TB","SB",0.22672,0.10827885,0.05968,0.21919,5.0,0.3441528
"G_CF","G_RF",0.22671,0.22668508,0.020679995,0.2228,5.0,-0.004992496
"GIDP","R2BI%",0.22659,0.19457191,0.12634,0.21551,5.0,0.17893599
"G","OUTR",0.22658,0.022487655,0.029960006,0.22124,5.0,-0.4517658
"B1R","POP%",0.22658,0.103670724,0.08537999,0.21478,5.0,-0.35058418
"BK","PITCHES",0.22656,0.1824351,0.18032,0.21692,5.0,0.21005929
"D_ISO","B2R",0.22649,-0.029805914,0.029130012,0.22484,5.0,0.50625676
"BALLS","R3BI%",0.22645,0.2207459,0.08973999,0.21634,5.0,0.07552547
"LD","B2R",0.22639,0.05793041,0.07535,0.2203,5.0,0.4104383
"UBB","TBP",0.22632,0.0052939802,0.049050003,0.22414,5.0,0.47013405
"BB","HRr",0.22629,-0.037794665,0.054670006,0.22201,5.0,0.5138917
"PB","Batted Balls",0.22615,0.151136,0.1494,0.21706,5.0,0.27388686
"SB","D_PMLV",0.22615,0.19242755,0.12673,0.21819,5.0,0.18363674
"PB","ROB",0.22608,0.12001641,0.14163,0.21796,5.0,0.32567406
"LD","OBP",0.22599,-0.018694699,0.030480012,0.22101,5.0,0.49465615
"FC","SIT_DP",0.22595,0.11556618,0.10474,0.22018,5.0,0.3322406
"G_PR","D_MLVr",0.22595,0.15117551,0.082,0.22104,5.0,-0.27344924
"WP","SLG",0.22591,0.02290076,0.06507999,0.22242,5.0,0.45056546
"CS","D_RARP",0.22587,0.15176296,0.11509,0.21445,5.0,0.27222607
"SALARY","D_PMLVr",0.22576,0.13680649,0.08667,0.21795,5.0,0.29825076
"3B","D_PMLV",0.22569,0.16668756,0.11338001,0.21693,5.0,0.24290419
"FC","GB",0.22555,0.09158309,0.12817,0.21856,5.0,0.3660149
"AB","SHR",0.22553,0.13041404,0.11667,0.21612,5.0,-0.30840874
"2B","R3BI%",0.22536,0.20663743,0.07700001,0.21661,5.0,0.13683046
"FB","OUTR",0.22535,0.016486421,0.042720005,0.21813,5.0,-0.45701596
"H","RBIR",0.22529,0.067634866,0.094500005,0.21654,5.0,0.3970581
"HITR","LD%",0.22529,0.10830162,0.11455,0.21819,5.0,0.34203565
"POP","D_RAP",0.22527,0.12423566,0.056659997,0.21609,5.0,0.317859
"PA_CF","G_RF",0.22519,0.22507736,0.009560004,0.21885,5.0,-0.01061289
"FC","OUT",0.22507,0.11325497,0.12569,0.21788,5.0,0.33438754
"PA_PH","D_RARP",0.22505,0.124555595,0.059660003,0.21659,5.0,-0.31700853
"G_PH","D_RARP",0.22505,0.1247508,0.06069,0.21659,5.0,-0.3167005
"H","R2BI%",0.22495,0.15881364,0.030640006,0.216,5.0,0.2571699
"SALARY","D_PMLV",0.22489,0.1372561,0.034490004,0.21528,5.0,0.29603022
"SALARY","R3_BI",0.22485,0.12565279,0.10759,0.21734,5.0,0.3149559
"SOr","FB%",0.22467,0.14708388,0.098479986,0.21788,5.0,0.27854285
"GB%","OBI%",0.22467,0.12254565,0.047039986,0.21846,5.0,-0.319569
"SF","OBI%",0.22459,0.05177483,0.07269001,0.21837,5.0,0.41571045
"SO/BB","D_MLV",0.22455,0.14283764,0.029709995,0.21731,5.0,-0.2858537
"LD%","R2",0.22454,0.19117111,0.07801999,0.21662,5.0,0.18267155
"IBB","D_ISO",0.22447,-0.01431936,0.04373999,0.22228,5.0,0.48866078
"RBIR","R3_BI",0.22445,-0.10339518,0.02606,0.22445,4.4594316,0.57257766
"FC","D_RAR",0.22444,0.20201534,0.18222,0.2155,5.0,0.14974862
"R2","OBI%",0.22438,0.06756139,0.03613001,0.21777,5.0,0.3960033
"Batted Balls","SB%",0.2243,0.12798932,0.029550001,0.2137,5.0,0.31033963
"D_RPMLVr","D_NETDP",0.22422,0.22101474,0.07007,0.21156,5.0,-0.056615006
"R","OBI%",0.22417,0.0680082,0.031380013,0.21765,5.0,0.39517313
"2B","D_NETDP",0.22411,0.22410901,0.12314001,0.21494,5.0,-0.0010013301
"G","R2BI%",0.22401,0.19238588,0.045220003,0.21845,5.0,0.17783171
"H","PICKOFF",0.224,0.076727,0.11987001,0.21816,5.0,0.38376164
"H","HRr",0.22393,0.07329984,0.07841,0.21616,5.0,0.38811103
"1B","HRr",0.22393,0.1930055,0.13055,0.2156,5.0,0.17585362
"H","OBI%",0.22382,0.062171355,0.04207,0.21636,5.0,0.40205553
"G","PICKOFF",0.2238,0.120878465,0.119150005,0.21736,5.0,0.32081386
"FB","R2BI%",0.2237,0.14907628,0.036459997,0.21594,5.0,0.27317342
"SALARY","SHR",0.22362,0.14440444,0.13052,0.21732,5.0,-0.2814526
"SHR","D_RPMLV",0.22359,0.11564914,0.1329,0.21595,5.0,-0.32854354
"GB","FB%",0.22354,0.2099335,0.073060006,0.21673,5.0,-0.11664688
"LD","D_ISO",0.22353,0.06469089,0.043709993,0.21611,5.0,0.39854625
"GB%","D_EqA",0.22336,0.14162335,0.0705,0.21586,5.0,-0.28589624
"LEADOFF_PA","PA_PH",0.22335,0.1270065,0.07095,0.21727,5.0,-0.3103925
"LEADOFF_PA","G_PH",0.22335,0.12701252,0.069690004,0.21727,5.0,-0.31038278
"G","CS",0.22333,0.080721006,0.07347001,0.21853,5.0,0.37763608
"Record_ID#","SO",0.2233,0.22323164,0.09276,0.21167,5.0,0.008267181
"RBI","PB",0.22325,0.13462028,0.12821001,0.21871,5.0,0.29770744
"LD","OBI%",0.22325,0.08969794,0.014659993,0.21642,5.0,0.36544776
"LD","R1BI%",0.22319,0.15021822,0.081410006,0.21617,5.0,0.2701329
"UBB","NSOR",0.22311,-0.011067614,0.022620007,0.21807,5.0,-0.48391902
